year,drug_name,drug_link,drug_info,indication,stn,manufacturer,manufacturer_info,license_num,approval_date,biologics_id
2013,"Blood Grouping Reagent, Anti-B ",https://wayback.archive-it.org/7993/20170112095209/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm362488.htm,(Murine Monoclonal) (For Further Manufacturing Use)(FFMU),"This and other Blood Grouping Reagents (For Further Manufacturing Use) listed in the approval letter are indicated for use in the manufacture of Blood Grouping Reagents, Anti-B, Anti-D and Anti-E by Diagnostic Grifols S.A. (Spain) U.S. License No. 1887, to produce in vitro product Blood Grouping Reagents (BGR) under a shared manufacturing arrangement.",125435/0,DIAGAST,"DIAGAST             4050 Olson Memorial Highway, Suite 450              Minneapolis, MN  55422 Lic# 1744",,2013-07-19,278
2013,Blood Grouping Reagents:,https://wayback.archive-it.org/7993/20170112095209/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm362100.htm,"             Anti-Human Globulin,              Anti-A, Anti-B, Anti-C, Anti-D, Anti-E, Anti-c, Anti-e, Anti-A,B and Anti-K,              Combination Kit,              Anti-Human Globulin, Combination Kit",Blood Grouping Reagent and Anti-Human Globulin Combination Kit for DG Gel 8 T/S Mono,"125445/0,            125449/0,            125450/0,            125451/0,            125452/0,            125453/0,            125454/0,            125455/0,            125456/0,            125457/0,            125470/0,            125474/0","Diagnostic Grifols, S. A.","Diagnostic Grifols, S. A.             Passeig Fluvial, 24             Barcelona             Parets Del Valles, SP Lic# 1887",,2013-07-19,279
2013,"Anti-Human Globulin, Anti-IgG ",https://wayback.archive-it.org/7993/20170112095209/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm362492.htm,(Rabbit Polyclonal) (For Furthering Manufacturing Use) (FFMU) ,Indicated for use in the production of DG Gel® 8 Anti-IgG (Rabbit) and DG Gel ® 8 T/S Mono gel cards,125439/0,DIAGAST,"DIAGAST             4050 Olson Memorial Highway, Suite 450              Minneapolis, MN  55422 Lic# 1744",,2013-07-19,280
2013,Thrombin,https://wayback.archive-it.org/7993/20170112095209/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm256303.htm, (Recombinant) (For Further Manufacturing Use) ,recombinant thrombin bulk drug substance for further manufacture,125458/0,"ZymoGenetics, Inc","ZymoGenetics, Inc             1201 Eastlake Ave East Seattle, WA               98102             Lic# 1758",,2013-08-14,281
2013,Source Plasma,,             Multiple common human blood              products,"Collection of Source Plasma from normal donors for the further manufacture of injectables at 1068 Broadway, El Cajon, California using the Haemonetics PCS-2 device, a physician substitute program and a computer assisted donor questionnaire. Relabeling of inadvertently collected
            unacceptable units for the further manufacture of non-injectables.",125414/0,"Scantibodies Biologics, Inc","Scantibodies Biologics, Inc             El Cajon, CA  92021             Lic# 1874",,2013-08-14,282
2013,Novoeight,https://wayback.archive-it.org/7993/20170112095209/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm371092.htm,Antihemophilic Factor (Recombinant),"Indicated for use in adults, adolescents, and children with hemophilia A for (1) the control and prevention of bleeding, (2) perioperative management, and (3) routine prophylaxis to prevent or reduce the frequency of bleeding episodes.",125466/0,Novo Nordisk Inc.,"Novo Nordisk Inc.              100 College Rd West, Princeton NJ  08540             Lic# 1261",,2013-10-15,283
2013,"Influenza A (H5N1) Virus Monovalent Vaccine, Adjuvanted",https://wayback.archive-it.org/7993/20170112095209/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm376289.htm,,Active immunization for the prevention of disease in persons 18 years of age and older at increased risk of exposure to the influenza A virus H5N1 subtype contained in the vaccine.,125419/0,ID Biomedical Corporation of Quebec,"ID Biomedical Corporation of Quebec             2323 Technology Park Boulevard              Sainte-Foy             Quebec, Canada Lic# 1739",,2013-11-22,284
2013,TRETTEN,https://wayback.archive-it.org/7993/20170112095209/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm379734.htm,Coagulation Factor XIII A Subunit (Recombinant),Routine prophylaxis of bleeding in patients with congenital Factor XIII A-subunit deficiency,125398/0,Novo Nordisk Inc.,"Novo Nordisk Inc.             100 College Rd West             Princeton, NJ              Lic# 1261",,2013-12-23,285
2014,ALPROLIX ,https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm390993.htm,"Coagulation Factor IX (Recombinant), Fc Fusion Protein",Treatment of hemophilia B for:  1. Control and prevention of bleeding episodes; 2. Routine prophylaxis to prevent or reduce the frequency of bleeding episodes;  3. Perioperative management (surgical prophylaxis),125444/0,"Biogen Idec Inc. 14 Cambridge Center, Cambridge MA 02142","Biogen Idec Inc. 14 Cambridge Center, Cambridge MA 02142Lic# 1697",,2014-03-28,286
2014,ORALAIR,https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/Allergenics/ucm391287.htm,"Sweet Vernal, Orchard, Perennial Rye, Timothy, and Kentucky Blue Grass Mixed Pollens Allergen Extract",Indicated as immunotherapy for the treatment of grass pollen-induced allergic rhinitis with or without conjunctivitis confirmed by positive skin test or in vitro testing for pollen-specific IgE antibodies for any of the five grass species contained in this product. ORALAIR is approved for use in persons 10 through 65 years of age.,125471/0,"Stallergenes, S.A.6 rue Alexis de TocquevilleAntony Cedex","Stallergenes, S.A.6 rue Alexis de TocquevilleAntony Cedex",,2014-04-01,287
2014,GRASTEK,https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/Allergenics/ucm393162.htm,Timothy Grass Pollen Allergen Extract,"Timothy Grass Pollen Allergen Extract is indicated as immunotherapy for the treatment of grass pollen-induced allergic rhinitis, with or without conjunctivitis, confirmed by positive skin test or in vitro testing for pollen-specific IgE antibodies for Timothy grass or cross-reactive grass pollens. Timothy Grass Pollen Allergen Extract is approved for use in persons 5 through 65 years of age.",125473/0,Merck Sharp &amp; Dohme Corp.P.O. Box 4West PointPA19486-0004,Merck Sharp & Dohme Corp.P.O. Box 4West PointPA19486-0004,,2014-04-11,288
2014,RAGWITEK,https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/Allergenics/ucm393572.htm,Short Ragweed Pollen Allergen Extract,"Indicated as immunotherapy for the treatment of short ragweed pollen-induced allergic rhinitis, with or without conjunctivitis, confirmed by positive skin test or in vitro testing for pollen specific IgE antibodies for short ragweed pollen. Approved for use in adults 18 through 65 years of age.",125478/0,Merck Sharp &amp; Dohme Corp.P.O. Box 4West PointPA19486-0004,Merck Sharp & Dohme Corp.P.O. Box 4West PointPA19486-0004,,2014-04-17,289
2014,"Blood Grouping Reagent, Anti-Fya (Monoclonal) (IgG)",https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm396222.htm,,Gamma-clone® Anti-Fya Monoclonal Blood Grouping ReagentCell Line:  P3TIM,125493/0,"Immucor, Inc. 3130 Gateway Drive Norcross GA 30091-5625","Immucor, Inc. 3130 Gateway Drive Norcross GA 30091-5625Lic # 0886",,2014-05-05,290
2014,"Blood Grouping Reagent, Anti-s (Monoclonal)",https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm396222.htm,,"Gamma-clone® Anti-s, Monoclonal Blood Grouping ReagentCell Line:  P3BER",125492/0,"Immucor, Inc. 3130 Gateway Drive Norcross GA 30091-5625","Immucor, Inc. 3130 Gateway Drive Norcross GA 30091-5625Lic # 0886",,2014-05-05,291
2014,"Blood Grouping Reagent, Anti-S (Monoclonal)",https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm396222.htm,,Gamma-clone® Anti-S Monoclonal Blood Grouping ReagentCell Line:  MS-94,125491/0,"Immucor, Inc. 3130 Gateway Drive Norcross GA 30091-5625","Immucor, Inc. 3130 Gateway Drive Norcross GA 30091-5625Lic # 0886",,2014-05-05,292
2014,"Blood Grouping Reagent, Anti-Jkb (Monoclonal)",https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm396222.htm,,Gamma-clone® Anti-Jkb Monoclonal Blood Grouping ReagentCell Line:  MS-8,125490/0,"Immucor, Inc. 3130 Gateway Drive Norcross GA 30091-5625","Immucor, Inc. 3130 Gateway Drive Norcross GA 30091-5625Lic # 0886",,2014-05-05,293
2014,"Blood Grouping Reagent, Anti-Jka (Monoclonal)",https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm396222.htm,,Gamma-clone® Anti-Jka Monoclonal Blood Grouping ReagentCell Line: MS-15,125489/0,"Immucor, Inc. 3130 Gateway Drive Norcross GA 30091-5625","Immucor, Inc. 3130 Gateway Drive Norcross GA 30091-5625Lic # 0886",,2014-05-05,294
2014,"Blood Grouping Reagent, Anti-Fya (Monoclonal) ",https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm396265.htm,,"Further Manufacturing Use Anti-Fya, Cell Line P3TIM Product Code: --b(4)-----",125497/0,Millipore (UK) Ltd. EMD Millipore Corporation,"Millipore (UK) Ltd. EMD Millipore Corporation 290 Concord RoadBillerica, MA 01821Lic # 1761",,2014-05-05,295
2014,"Blood Grouping Reagent, Anti-s (Monoclonal) ",https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm396265.htm,,"Further Manufacturing Use Anti-s, Cell Line P3BER, Product Code: -b(4)------",125498/0,Millipore (UK) Ltd. EMD Millipore Corporation,"Millipore (UK) Ltd. EMD Millipore Corporation 290 Concord RoadBillerica, MA 01821Lic # 1761",,2014-05-05,296
2014,ELOCTATE,https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm399909.htm,"Antihemophilic Factor (Recombinant), Fc Fusion protein",Treatment of adults and children with Hemophilia A for the following indications:  control and prevention of bleeding episodes; routine prophylaxis to prevent or reduce the frequency of bleeding episodes; and perioperative management (surgical prophylaxis),125487/0,Biogen Idec Inc.,Biogen Idec Inc.14 Cambridge CenterCambridge MA02142Lic # 1697,,2014-06-06,297
2014,RUCONEST,https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm405629.htm,C1 Esterase Inhibitor (Recombinant),Treatment of acute attacks of hereditary angioedema (HAE) in adult and adolescent patients,125495/0,Pharming Group NV Darwinweg 24 2333 CR Leiden,Pharming Group NV Darwinweg 24 2333 CR Leiden Lic# 1857,,2014-07-16,298
2014,HYQVIA,https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm414117.htm,"Immune Globulin Infusion (Human), 10% with Recombinant Human Hyaluronidase",Indicated for the treatment of humoral immune defects in adults with Primary Immunodeficiency (PI),125402/0,Baxter Healthcare Corporation One Baxter Way Westlake Village CA 91362,Baxter Healthcare Corporation One Baxter Way Westlake Village CA 91362Lic# 0140,,2014-09-12,299
2014,OBIZUR,https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm419994.htm,"Antihemophilic Factor (Recombinant), Porcine Sequence","OBIZUR, Antihemophilic Factor (Recombinant), Porcine Sequence, indicated for the treatment of bleeding episodes in adults with acquired hemophilia A (acquired inhibitory antibodies to human factor VIII).",125512/0,Baxter Healthcare Corporation,Baxter Healthcare Corporation One Baxter Way Westlake Village CA 91362Lic# 0140,,2014-10-23,300
2014,TRUMENBA,https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm421020.htm,Meningococcal Group B Vaccine,Active immunization to prevent invasive meningococcal disease caused by N. meningitidis serogroup B in individuals 10 through 25 years of age.,125549/0,Wyeth Pharmaceuticals Inc.,Wyeth Pharmaceuticals Inc. 401 North Middletown Rd Pearl River NY 10965Lic# 0003,,2014-10-29,301
2014,Gardasil 9,https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm426445.htm,"Human Papillomavirus 9-valent Vaccine, Recombinant",Indicated in girls and women 9 through 26 years of age; and in boys 9 through 15 years of age.,125508/0,Merck Sharp &amp; Dohme Corp.,Merck Sharp & Dohme Corp. P.O. Box 4 West Point PA 19486-0004Lic # 2,,2014-12-10,302
2014,MP Diagnostics HTLV Blot 2.4,https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/InfectiousDisease/ucm426585.htm,Human T-Lymphotropic Virus Types I & II,"A qualitative enzyme immunoassay intended for confirming the presence of and differentiating antibodies to HTLV-I and HTLV-II in human serum and plasma.  It is intended for use as a supplemental (additional, more specific) test for human serum and plasma specimens with repeatedly reactive results by an FDA-licensed HTLV-I/II donor screening test.  This test is not intended for use in medical diagnosis.  It is intended for use in a manual mode or a semi-automated mode using the MP Diagnostics AutoBlot System 20.  [placed on eCopy and User Fee Hold]",125475/0,MP Biomedicals Asia Pacific Pte. Ltd. 2 Pioneer Place Singapore  627885,MP Biomedicals Asia Pacific Pte. Ltd. 2 Pioneer Place Singapore  627885Lic # 1897,,2014-12-11,303
2014,"cobas® TaqScreen MPX Test, version 2.0",https://wayback.archive-it.org/7993/20170112095205/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/InfectiousDisease/ucm427736.htm,"/HIV-1 Group O and M, HIV-2, HCV and/or HBV (HIV-1/HIV-2/HCV/HBV/Multiplex Discriminatory NAT)","A qualitative in vitro test for the direct detection of HIV-1 Group M RNA, HIV-2 Group O RNA, HIV-2 RNA, HCV RNA, and HBV DNA in human plasma",125459/0,"Roche Molecular Systems, Inc. 4300 Hacienda Dr Pleasanton CA 94588-2722","Roche Molecular Systems, Inc. 4300 Hacienda Dr Pleasanton CA 94588-2722Lic# 1636",,2014-12-19,304
2014,Source Plasma,,,"Original BLA for SP center located at 1000 Broadway Drive, Suite 42, Hattiesburg, MS (FEI 3010749979). Center to collect SP from normal donors for manufacture into injectable products.",125548/0,"Immunotek Bio Centers, LLC 3900 N. Causeway, Suite 1200 Metairie LA 70002","Immunotek Bio Centers, LLC 3900 N. Causeway, Suite 1200 Metairie LA 70002Lic # 2000",,2014-12-22,305
2015,BEXSERO,https://wayback.archive-it.org/7993/20170112095156/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm431374.htm,Meningococcal Group B Vaccine,For active immunization to prevent invasive disease caused by Neisseria meningitidis serogroup B. BEXSERO is approved for use in individuals 10 through 25 years of age.,125546/0,"Novartis Vaccines and Diagnostics, Inc.","Novartis Vaccines and Diagnostics, Inc.350 Massachusetts Avenue, Cambridge, MA 02139Lic # 1751",,2015-01-23,306
2015,ANTHRASIL,https://wayback.archive-it.org/7993/20170112095156/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm441234.htm,Anthrax Immune Globulin Intravenous (Human),Treatment of adult and pediatric patients with toxemia associated with inhalational anthrax.,125562/0,Cangene Corporation,"Cangene Corporation155 Innovation Drive, Winnipeg, Manitoba, R3T 5Y3Lic # 1201",,2015-03-24,307
2015,QUADRACEL,https://wayback.archive-it.org/7993/20170112095156/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm439856.htm,Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine,"For active immunization against diphtheria, tetanus, pertussis and poliomyelitis in children 4 through 6 years of age.",125525/0,Sanofi Pasteur Limited,"Sanofi Pasteur Limited1755 Steeles Avenue West, Toronto, Ontario, M2R 3T4Lic # 1726",,2015-03-24,308
2015,IXINITY,https://wayback.archive-it.org/7993/20170112095156/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm445067.htm,Coagulation Factor IX (Recombinant),Control and prevention of bleeding episodes and peri-operative management in patients with hemophilia B.,125426/0,Cangene Corporation,"Cangene Corporation155 Innovation Drive, Winnipeg, Manitoba, R3T5Y3Lic # 1201",,2015-04-29,309
2015,RAPLIXA,https://wayback.archive-it.org/7993/20170112095156/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm445340.htm,Fibrin Sealant (Human),An adjunct to hemostasis in adults undergoing surgery when control of bleeding by standard surgical techniques is ineffective or impractical.,125523/0,"ProFibrix, BV.","ProFibrix, BV.Darwinweg 24, Leiden, 2333 CR Lic # 1994",,2015-04-30,310
2015,Anavip,https://wayback.archive-it.org/7993/20170112095156/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm446151.htm,Crotalidae Immune F(ab')2 (Equine),Indicated for management of adult and pediatric patients with North American rattlesnake envenomation.,125488/0,"Instituto Bioclon, S.A. de C.V.","Instituto Bioclon, S.A. de C.V.Calzada de Tlalpan 4687, Delegacion Tlalpan, 09, C.P. 14050Lic # 1900",,2015-05-06,311
2015,Nuwiq,https://wayback.archive-it.org/7993/20170112095156/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm460847.htm,"Antihemophilic Factor (Recombinant), rAHF",Indicated in adults and children with Hemophilia A for:• On-demand treatment and control of bleeding episodes• Perioperative management of bleeding• Routine prophylaxis to prevent or reduce the frequency of bleeding episodes,125555/0,Octapharma Pharmazeutika Produktionsges.m.b.H.,"Octapharma Pharmazeutika Produktionsges.m.b.H.Oberlaaer Strasse 235, Vienna, AustriaLic. # 1646",1646,2015-09-04,312
2015,Source Plasma,,,"To manufacture Source Plasma intended for further manufacture into injectable products using the Haemonetics PCS2 automated collection system,with the anticoagulant Sodium Citrate Solution, collected from normal, non-immunized donors and utilizing a Physician Substitute program under the provisions of 21 CFR 640.120 at your facility, Hemarus LLC, 11925 Beach Boulevard, Suite 212, Jacksonville, Florida (Registration Number 3007786836).",125367/0,Hemarus LLC,"Hemarus LLC11925 Beach Boulevard, Jacksonville, FL, 32246Lic # 1838",,2015-09-11,313
2015,COAGADEX,https://wayback.archive-it.org/7993/20170112095156/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm468110.htm,Coagulation Factor X (Human),Treatment of patients with hereditary Factor X Deficiency,125506/0,Bio Products Laboratory,"Bio Products LaboratoryDagger Lane, Hertfordshire, WD6 3BX, United KingdomLic. # 1811",1811,2015-10-20,314
2015,IMLYGIC,https://wayback.archive-it.org/7993/20170112095156/http://www.fda.gov/BiologicsBloodVaccines/CellularGeneTherapyProducts/ApprovedProducts/ucm469411.htm,Talimogene laherparepvec,"for the local treatment of unresectable cutaneous, subcutaneous, and nodal lesions in patients with melanoma recurrent after initial surgery",125518/0,"Amgen, Inc.","Amgen, Inc.One Amgen Center Drive, Thousand Oaks, CA, 91320-1799Lic. # 1080",1080,2015-10-27,315
2015,ADYNOVATE,https://wayback.archive-it.org/7993/20170112095156/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm471752.htm,"Antihemophilic Factor (Recombinant), PEGylated",Indicated for adolescent (12 to less than 18 years) and adult (greater than or equal to 18 years) patients with hemophilia A (congenital factor VIII deficiency) for: control and prevention of bleeding episodes and routine prophylaxis to prevent or reduce the frequency of bleeding episodes,125566/0,Baxalta US Inc.,"Baxalta US Inc.One Baxter Way, Westlake Village, CA, 91362Lic. # 2020",2020,2015-11-13,316
2015,FLUAD,https://wayback.archive-it.org/7993/20170112095156/http://www.fda.gov/BiologicsBloodVaccines/SafetyAvailability/VaccineSafety/ucm473989.htm,"Influenza Vaccine, Adjuvanted",For active immunization of persons 65 years of age and older against influenza disease caused by influenza virus subtypes A and B contained in the vaccine.,BLA 125510/0,"Novartis Vaccines and Diagnostics, Inc.","Novartis Vaccines and Diagnostics, Inc.350 Massachusetts Avenue, Cambridge, MA, 02139Lic. # 1751",1751,2015-11-24,317
2015,VONVENDI,https://wayback.archive-it.org/7993/20170112095156/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm473207.htm,von Willebrand factor (Recombinant),The proposed indication for von Willebrand factor (Recombinant) is for on-demand treatment and control of bleeding episodes in adults diagnosed with von Willebrand disease (VWD),125577/0,Baxalta US Inc.,"Baxalta US Inc.One Baxter Way, Westlake Village, CA, 91362Lic # 2020",,2015-12-08,318
2016,"HPC, Cord Blood",https://wayback.archive-it.org/7993/20170112095143/http://www.fda.gov/BiologicsBloodVaccines/CellularGeneTherapyProducts/ApprovedProducts/ucm483851.htm,,"For use in unrelated donor hematopoietic progenitor cell transplantation procedures in conjunction with an appropriate preparative regimen for hematopoietic and immunologic reconstitution in patients with disorders affecting the hematopoietic system that are inherited, acquired, or result from myeloablative treatment.",125585/0,Bloodworks,"Bloodworks921 Terry Avenue, Seattle, WA, 98104-1256Lic #: 2042",,2016-01-28,319
2016,IDELVION,https://wayback.archive-it.org/7993/20170112095143/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm489212.htm,"Coagulation Factor IX (Recombinant), Albumin Fusion Protein","Coagulation Factor IX (Recombinant), Albumin Fusion Protein is indicated for (1) control and prevention of bleeding in the perioperative setting, (2) control and prevention of bleeding episodes, and (3) routine prophylaxis to prevent or reduce the frequency of bleeding episodes.",BLA 125582/0,CSL Behring Recombinant Facility AG,"CSL Behring Recombinant Facility AGWankdorfstrasse 10, Bern 22, 03000, SwitzerlandLic. # 2009",2009,2016-03-04,320
2016,KOVALTRY,https://wayback.archive-it.org/7993/20170112095143/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm491116.htm,"Antihemophilic Factor (Recombinant), Full Length",Antihemophilic Factor (Recombinant) is indicated for use in adults and children with hemophilia A(congenital Factor VIII deficiency) for: (1) on-demand treatment and control of bleeding episodes; (2) perioperative management of bleeding; and (3) routine prophylaxis to reduce the frequency of bleeding episodes.,BLA 125574/0,Bayer HealthCare LLC,Bayer HealthCare LLC(b)(4)Lic. # 0008,0008,2016-03-16,321
2016,AFSTYLA,https://wayback.archive-it.org/7993/20170112095143/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm503252.htm,";  Solchayn Antihemophilic Factor (Recombinant), Single Chain","Antihemophilic Factor (Recombinant), Single Chain is indicated in children and adults with hemophilia A (congenital Factor VIII deficiency) for: (1) on-demand treatment and control of bleeding episodes, (2) routine prophylaxis to reduce the frequency of bleeding episodes, and (3) perioperative management of bleeding.",125591/0,CSL Behring Recombinant Facility AG,"CSL Behring Recombinant Facility AGWankdorfstrasse 10, Bern 22, , 03000, SwitzerlandLic. # 2009",2009,2016-05-25,322
2016,Vaxchora,https://wayback.archive-it.org/7993/20170112095143/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm505866.htm,Cholera Vaccine Live Oral,"Active immunization against disease caused by Vibrio cholerae serogroup O1. Cholera Vaccine, Live, Oral is approved for use in adults 18 through 64 years of age traveling to cholera-affected areas.",125597/0,Pax Vax Bermuda Ltd.,"Pax Vax Bermuda Ltd.Clarendon House, 2 church Street, Hamilton, Hamilton, HM 11, BermudaLic # 2041",,2016-06-10,323
2016,CLEVECORD,https://wayback.archive-it.org/7993/20170112095143/http://www.fda.gov/BiologicsBloodVaccines/CellularGeneTherapyProducts/ApprovedProducts/ucm518869.htm,"HPC, Cord Blood","Use in unrelated donor hematopoietic progenitor cell transplantation procedures in conjunction with an appropriate preparative regimen for hematopoietic and immunologic reconstitution in patients with disorders affecting the hematopoietic system that are inherited, acquired, or result from myeloablative treatment. The risk benefit assessment for an individual patient depends on the patient characteristics, including disease, stage, risk factors, and specific manifestations of the disease, on characteristics of the graft, and on other available treatments or types of hematopoietic progenitor cells.",125594/0,Cleveland Cord Blood Center,"Cleveland Cord Blood Center25001 Emery Road, Warrensville Heights, OH, 44128Lic. # 2026",2026,2016-09-01,324
2016,CUVITRU,https://wayback.archive-it.org/7993/20170112095143/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm520574.htm,"Immune Globulin Subcutaneous (Human), 20% Solution",Replacement therapy for primary humoral immunodeficiency (PI) in adult and pediatric patients two years of age and older.,125596/0,Baxalta US Inc.,"Baxalta US Inc.One Baxter Way, Westlake Village, CA, 91362Lic. # 2020",2020,2016-09-13,325
2016,cobas® MPX,,"HIV-1 Group O and M, HIV-2, HCV and/or HBV (HIV-1/HIV-2/HCV/HBV/Multiplex Discriminatory NAT/pool testing)","It’s indicated for qualitative in vitro nucleic acid test for the direct detection of HIV-1 Group M RNA, HIV-1 Group O RNA, HIV-2 RNA, HCV RNA, HBV DNA in human plasma and serum.",125576/0,"Roche Molecular Systems, Inc.","Roche Molecular Systems, Inc.4300 Hacienda Dr. Pleasanton CA 94588-2722Lic. # 1636",1636,2016-10-20,326
2016,Cell Line:,,"DEM 1 Blood Grouping Reagent, Anti-E (Human/Murine Monoclonal)(For Further Manufacturing Use)","The Blood Grouping Reagents (For Further Manufacturing Use) are indicated for use in the manufacture of in vitro product Blood Grouping Reagents, Anti-E by Bio-Rad Medical Diagnostics (BMD) GmbH U.S. License No. 1845 under a shared manufacturing agreement for further manufacturing into final get card products for use on the IH-1000 System.",125551/0,Alba Bioscience Limited,"Alba Bioscience LimitedEllen's Glen Road, Edinburgh EH17 7QT United KingdomLic. # 1807",1807,2016-10-21,327
