year,year_approval_count,drug_name,active_ingredient,approval_date,approved_use,drug_link,press_release,drug_trials_snapshot
2018,30,Galafold,migalastat,2018-08-10,To treat treat adults with Fabry disease.Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208623,https://www.fda.gov/news-events/press-announcements/fda-approves-new-treatment-rare-genetic-disorder-fabry-disease,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-galafold
2018,31,Diacomit,stiripentol,2018-08-20,To treat seizures associated with Dravet syndrome in patients 2 years of age and older taking clobazamDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206709,,
2018,32,Oxervate,cenegermin-bkbj,2018-08-22,To treat neurotrophic keratitisPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761094,https://www.fda.gov/news-events/press-announcements/fda-approves-first-drug-neurotrophic-keratitis-rare-eye-disease,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-oxervate
2018,33,Takhzyro,lanadelumab,2018-08-23,To treat types I and II hereditary angioedemaDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761090,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-takhzyro
2018,34,Xerava,eravacycline,2018-08-27,To treat complicated intra-abdominal infections in patients 18 years of age and olderDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211109,,
2018,35,Pifeltro,doravirine,2018-08-30,To treat HIV-1 infection in adult patientsDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210806,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-pifeltro
2018,36,Lumoxiti,moxetumomab pasudotox-tdfk,2018-09-13,To treat hairy cell leukemiaPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761104,https://www.fda.gov/news-events/press-announcements/fda-approves-new-kind-treatment-hairy-cell-leukemia,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-lumoxiti
2018,37,Ajovy,fremanezumab-vfrm,2018-09-14,For the preventive treatment of migraine in adultsDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761089,,https://www.fda.gov/drugs/drug-trials-snapshot-ajovy
2018,38,Copiktra,duvelisib,2018-09-24,"To treat relapsed or refractory chronic lymphocytic leukemia, small lymphocytic lymphoma and follicular lymphomaDrug Trials Snapshot",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211155,,https://www.fda.gov/drugs/drug-trials-snapshots-copiktra
2018,39,Emgality,galcanezumab-gnlm,2018-09-27,For the preventive treatment of migraine in adultsDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761063,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-emgality
2018,40,Vizimpro,dacomitinib,2018-09-27,To treat metastatic non-small-cell lung cancerDrug Trials Snapshot,httphttp://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211288,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-vizimpro
2018,41,Libtayo,cemiplimab-rwlc,2018-09-28,To treat cutaneous squamous cell carcinoma (CSCC)Drug Trial Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761097,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-libtayo
2018,42,Seysara,sarecycline,2018-10-01,To treat inflammatory lesions of non-nodular moderate to severe acne vulgaris in patients 9 years of age and olderDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209521,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-seysara
2018,43,Nuzyra,omadacycline,2018-10-02,To treat community-acquired bacterial pneumonia and acute bacterial skin and skin structure infectionsDrug Trials Snapshot for community-acquired bacterial pneumonia,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209816,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-nuzyra
2018,44,Revcovi,elapegademase-lvlr,2018-10-05,To treat Adenosine Deaminase-Severe Combined Immunodeficiency (ADA-SCID)Drug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761092,,
2018,45,Tegsedi,inotersen,2018-10-05,To treat polyneuropathy of hereditary transthyretin-mediated amyloidosis in adultsDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211172,,
2018,46,Talzenna,talazoparib,2018-10-16,To treat locally advanced or metastatic breast cancer patients with a germline BRCA mutation.Drug Trials Snapshot,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211651,,
2018,47,Xofluza,baloxavir marboxil,2018-10-24,To treat acute uncomplicated influenza in patients who have been symptomatic for no more than 48 hours.Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210854,https://www.fda.gov/news-events/press-announcements/fda-approves-new-drug-treat-influenza,
2018,48,Lorbrena,lorlatinib,2018-11-02,To treat patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancerDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210868,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-lorbrena
2018,49,Yupelri,revefenacin,2018-11-09,To treat patients with chronic obstructive pulmonary disease (COPD)Drug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210598,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-yupelri
2018,50,Aemcolo,rifamycin,2018-11-16,To treat travelers’ diarrheaPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210910,https://www.fda.gov/news-events/press-announcements/fda-approves-new-drug-treat-travelers-diarrhea,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-aemcolo
2018,51,Gamifant,emapalumab-lzsgemapalumab-lzsg,2018-11-20,To treat primary hemophagocytic lymphohistiocytosis (HLH)Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761107,https://www.fda.gov/news-events/press-announcements/fda-approves-first-treatment-specifically-patients-rare-and-life-threatening-type-immune-disease,
2018,52,Daurismo,glasdegib,2018-11-21,To treat newly-diagnosed acute myeloid leukemia (AML) in adult patientsPress Release Drug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210656,https://www.fda.gov/news-events/press-announcements/fda-approves-new-treatment-patients-acute-myeloid-leukemia,
2018,53,Vitrakvi,larotrectinib,2018-11-26,To treat patients whose cancers have a specific genetic feature (biomarker)Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210861,https://www.fda.gov/news-events/press-announcements/fda-approves-oncology-drug-targets-key-genetic-driver-cancer-rather-specific-type-tumor,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-vitrakvi
2018,54,Firdapse,amifampridine,2018-11-28,To treat  Lambert-Eaton myasthenic syndrome (LEMS) in adultsPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208078,https://www.fda.gov/news-events/press-announcements/fda-approves-first-treatment-lambert-eaton-myasthenic-syndrome-rare-autoimmune-disorder,
2018,55,Xospata,gilteritinib,2018-11-28,To treat patients who have relapsed or refractory acute myeloid leukemia (AML)Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211349,https://www.fda.gov/news-events/press-announcements/fda-approves-treatment-adult-patients-who-have-relapsed-or-refractory-acute-myeloid-leukemia-aml,
2018,56,Motegrity,prucalopride,2018-12-14,To treat chronic idiopathic constipationDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210166,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-motegrity
2018,57,Asparlas,calaspargase pegol-mknl,2018-12-20,To treat acute lymphoblastic leukemia (ALL) in pediatric and young adult patients age 1 month to 21 yearsDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761102,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-asparlas
2018,58,Elzonris,tagraxofusp-erzs,2018-12-21,To treat blastic plasmacytoid dendritic cell neoplasm (BPDCN)Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761116,https://www.fda.gov/news-events/press-announcements/fda-approves-first-treatment-rare-blood-disease,
2018,59,Ultomiris,ravulizumab,2018-12-21,"To treat paroxysmal nocturnal hemoglobinuria (PNH)
			Press ReleaseDrug Trials Snapshot",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761108,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-ultomiris
2019,1,Jeuveau,prabotulinumtoxinA-xvfs,2019-02-01,For the temporary improvement in the appearance of moderate to severe glabellar lines associated with corrugator and/or procerus muscle activity in adult patients,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761085,,
2019,2,Cablivi,caplacizumab-yhdp,2019-02-06,To treat adult patients with acquired thrombotic thrombocytopenic purpura (aTTP)Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761112,https://www.fda.gov/news-events/press-announcements/fda-approves-first-therapy-treatment-adult-patients-rare-blood-clotting-disorder,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-jeuveau
2019,3,Egaten,triclabendazole,2019-02-13,"To treat fascioliasis, a parasitic infestation caused by two species of flatworms or trematodes that mainly the affect the liver, sometimes referred to as “liver flukes”Drug Trials Snapshot",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208711,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-egaten
2019,4,Zulresso,brexanolone,2019-03-19,To treat postpartum depression (PPD) in adult womenPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211371,https://www.fda.gov/news-events/press-announcements/fda-approves-first-treatment-post-partum-depression,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-zulresso
2019,5,Sunosi,solriamfetol,2019-03-20,To treat excessive sleepiness in adult patients with narcolepsy or obstructive sleep apneaDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211230,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-sunosi
2019,6,Mayzent,siponimod,2019-03-26,To treat adults with relapsing forms of multiple sclerosisPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209884,https://www.fda.gov/news-events/press-announcements/fda-approves-new-oral-drug-treat-multiple-sclerosis,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-mayzent
2019,7,Evenity,romosozumab-aqqg,2019-04-09,To treat osteoporosis in postmenopausal women at high risk of fracturePress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761062,https://www.fda.gov/news-events/press-announcements/fda-approves-new-treatment-osteoporosis-postmenopausal-women-high-risk-fracture,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-evenity
2019,8,Balversa,erdafitinib,2019-04-12,To treat adult patients with locally advanced or metastatic bladder cancerPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212018,https://www.fda.gov/news-events/press-announcements/fda-approves-first-targeted-therapy-metastatic-bladder-cancer,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-balversa
2019,9,Skyrizi,risankizumab-rzaa,2019-04-23,To treat moderate-to-severe plaque psoriasis in adults who are candidates for systemic therapy or phototherapyDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761105,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-skyrizi
2019,10,Vyndaqel,tafamidis meglumine,2019-05-03,To treat heart disease (cardiomyopathy) caused by transthyretin mediated amyloidosis (ATTR-CM) in adultsPress Release Drug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211996,https://www.fda.gov/news-events/press-announcements/fda-approves-new-treatments-heart-disease-caused-serious-rare-disease-transthyretin-mediated,
2019,11,Piqray,alpelisib,2019-05-24,To treat breast cancerPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212526,https://www.fda.gov/news-events/press-announcements/fda-approves-first-pi3k-inhibitor-breast-cancer,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-piqray
2019,12,Polivy,polatuzumab vedotin-piiq,2019-06-10,To treat adult patients with relapsed or refractory diffuse large B-cell lymphomaPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761121,https://www.fda.gov/news-events/press-announcements/fda-approves-first-chemoimmunotherapy-regimen-patients-relapsed-or-refractory-diffuse-large-b-cell,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-polivy
2019,13,Vyleesi,bremelanotide,2018-06-21,To treat hypoactive sexual desire disorder in premenopausal women.Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210557,https://www.fda.gov/news-events/press-announcements/fda-approves-new-treatment-hypoactive-sexual-desire-disorder-premenopausal-women,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-vyleesi
2019,14,Xpovio,selinexor,2019-07-03,To treat adult patients with relapsed or refractory multiple myeloma (RRMM)Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212306,https://www.fda.gov/news-events/press-announcements/fda-approves-new-treatment-refractory-multiple-myeloma,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-xpovio
2019,15,Recarbrio,"imipenem, cilastatin and relebactam",2019-07-16,To treat complicated urinary tract and complicated intra-abdominal infectionsPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212819,https://www.fda.gov/news-events/press-announcements/fda-approves-new-treatment-complicated-urinary-tract-and-complicated-intra-abdominal-infections,
2019,16,Accrufer,ferric maltol,2019-07-25,To treat iron deficiency anemia in adultsDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212320,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-accrufer
2019,17,Nubeqa,darolutamide,2019-07-30,To treat adult patients with non-metastatic castration resistant prostate cancerDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212099,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-nubeqa
2019,18,Turalio,pexidartinib,2019-08-02,To treat adult patients with symptomatic tenosynovial giant cell tumorPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211810,https://www.fda.gov/news-events/press-announcements/fda-approves-first-therapy-rare-joint-tumor,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-turalio
2019,20,Wakix,pitolisant,2019-08-14,To treat excessive daytime sleepiness (EDS) in adult patients with narcolepsyDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021115,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-wakix
2019,21,Rozlytrek,entrectinib,2019-08-15,"To treat adult patients with metastatic non-small cell lung cancer (NSCLC) whose tumors are ROS1-positive
			To treat adult and pediatric patients 12 years of age and older with solid tumorsPress ReleaseDrug Trials Snapshot: Pediatric patients 12 years of age and older with solid tumorsDrug Trials Snapshot: Metastatic non-small cell lung cancer (NSCLC) whose tumors are ROS1-positive",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212725,https://www.fda.gov/news-events/press-announcements/fda-approves-third-oncology-drug-targets-key-genetic-driver-cancer-rather-specific-type-tumor,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-rozlytrek-0
2019,22,Inrebic,fedratinib,2019-08-16,To treat adult patients with intermediate-2 or high-risk primary or secondary myelofibrosisPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212327,https://www.fda.gov/news-events/press-announcements/fda-approves-treatment-patients-rare-bone-marrow-disorder,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-inrebic
2019,23,Rinvoq,upadacitinib,2019-08-16,To treat adults with moderately to severely active rheumatoid arthritisDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211675,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-rinvoq
2019,24,Xenleta,lefamulin,2019-08-19,To treat adults with community-acquired bacterial pneumoniaPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211672,https://www.fda.gov/news-events/press-announcements/fda-approves-new-antibiotic-treat-community-acquired-bacterial-pneumonia,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-xenleta
2019,25,Ga-68-DOTATOC,Ga-68-DOTATOC,2019-08-21,For use with positron emission tomography (PET) for localization of somatostatin receptor positive neuroendocrine tumors (NETs)Drug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210828,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-ga-68-dotatoc
2019,26,Nourianz,istradefylline,2019-08-27,To treat adult patients with Parkinson’s disease experiencing “off” episodesPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022075,https://www.fda.gov/news-events/press-announcements/fda-approves-new-add-drug-treat-episodes-adults-parkinsons-disease,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-nourianz
2019,27,Ibsrela,tenapanor,2019-09-12,To treat irritable bowel syndrome with constipation in adults.Drug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211801,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-ibsrela
2019,28,Aklief,trifarotene,2019-10-04,For the topical treatment of acne vulgaris in patients 9 years of age and olderDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211527,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-aklief
2019,29,Beovu,brolucizumab–dbll,2019-10-07,Treatment of wet age-related macular degenerationDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761125,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-beovu
2019,30,Scenesse,afamelanotide,2019-10-08,To increase pain-free light exposure in adult patients with a history of phototoxic reactions (damage to skin) from erythropoietic protoporphyriaPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210797,https://www.fda.gov/news-events/press-announcements/fda-approves-first-treatment-increase-pain-free-light-exposure-patients-rare-disorder,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-scenesse
2019,32,Reyvow,lasmiditan,2019-10-11,"For the acute treatment of migraine with or without aura, in adultsPress ReleaseDrug Trials Snapshots",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211280,https://www.fda.gov/news-events/press-announcements/fda-approves-new-treatment-patients-migraine,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-reyvow
2019,33,Trikafta,elexacaftor/ivacaftor/tezacaftor,2019-10-21,To treat patients 12 years of age and older with the most common gene mutation that causes cystic fibrosisPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212273,https://www.fda.gov/news-events/press-announcements/fda-approves-new-breakthrough-therapy-cystic-fibrosis,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-trikafta
2019,34,ExEm Foam,air polymer-type A,2019-11-07,A diagnostic agent used to assess fallopian tube patency (openness) in women with known or suspected infertilityDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212279,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-exem-foam
2019,35,Reblozyl,luspatercept–aamt,2019-11-08,For the treatment of anemia in adult patients with beta thalassemia who require regular red blood cell transfusionsPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761136,https://www.fda.gov/news-events/press-announcements/fda-approves-first-therapy-treat-patients-rare-blood-disorder,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-reblozyl
2019,36,Brukinsa,zanubrutinib,2019-11-14,"To treat certain patients with mantle cell lymphoma, a form of blood cancerPress ReleaseDrug Trials Snapshot",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213217,https://www.fda.gov/news-events/press-announcements/fda-approves-therapy-treat-patients-relapsed-and-refractory-mantle-cell-lymphoma-supported-clinical,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-brukinsa
2019,37,Fetroja,cefiderocol,2019-11-14,To treat patients with complicated urinary tract infections who have limited or no alternative treatment optionsPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209445,https://www.fda.gov/news-events/press-announcements/fda-approves-new-antibacterial-drug-treat-complicated-urinary-tract-infections-part-ongoing-efforts,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-fetroja
2019,38,Adakveo,crizanlizumab-tmca,2019-11-15,To treat patients with painful complication of sickle cell diseasePress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761128,https://www.fda.gov/news-events/press-announcements/fda-approves-first-targeted-therapy-treat-patients-painful-complication-sickle-cell-disease,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-adakveo
2019,39,Givlaari,givosiran,2019-11-20,"To treat acute hepatic porphyria, a rare blood disorderPress ReleaseDrug Trials Snapshot",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212194,https://www.fda.gov/news-events/press-announcements/fda-approves-first-treatment-inherited-rare-disease,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-givlaari
2019,40,Xcopri,cenobamate,2019-11-21,To treat partial onset seizuresPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212839,https://www.fda.gov/news-events/press-announcements/fda-approves-new-treatment-adults-partial-onset-seizures,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-xcopri
2019,41,Oxbryta,voxelotor,2019-11-25,To treat sickle cell diseasePress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213137,https://www.fda.gov/news-events/press-announcements/fda-approves-novel-treatment-target-abnormality-sickle-cell-disease,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-oxbryta
2019,42,Vyondys 53,golodirsen,2019-12-12,To treat certain patients with Duchenne muscular dystrophyPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211970,https://www.fda.gov/news-events/press-announcements/fda-grants-accelerated-approval-first-targeted-treatment-rare-duchenne-muscular-dystrophy-mutation,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-vyondys-53
2019,43,Padcev,enfortumab vedotin-ejfv,2019-12-18,To treat refractory bladder cancerPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761137,https://www.fda.gov/news-events/press-announcements/fda-approves-new-type-therapy-treat-advanced-urothelial-cancer,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-padcev
2019,44,TissueBlue,Brilliant Blue G Ophthalmic Solution,2019-12-20,Dye used in eye surgeryDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209569,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-tissueblue
2019,45,Caplyta,lumateperone tosylate,2019-12-20,To treat schizophreniaDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209500,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-caplyta
2019,46,Dayvigo,lemborexant,2019-12-20,To treat insomniaDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212028,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-dayvigo
2019,47,Enhertu,fam-trastuzumab deruxtecan-nxki,2019-12-20,To treat metastatic breast cancerPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761139,https://www.fda.govhttps://www.fda.gov/news-events/press-announcements/fda-approves-new-treatment-option-patients-her2-positive-breast-cancer-who-have-progressed-available,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-enhertu
2019,48,Ubrelvy,ubrogepant,2019-12-23,to treat acute treatment of migraine with or without aura in adultsPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211765,https://www.fda.gov/news-events/press-announcements/fda-approves-new-treatment-adults-migraine,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-ubrelvy
2020,1,Ayvakit,avapritinib,2020-01-09,To treat adults with unresectable or metastatic gastrointestinal stromal tumor (GIST)FDA InformationDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212608,,
